SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,SEASON,PLAYER_NAME,OPPONENT,TEAM_ABBREVIATION,OPP_DEF_RATING,PTS_vs_DefAdj
22021,1630173,0022101226,"Apr 10, 2022",TOR @ NYK,L,26,4,13,0.308,1,5,0.2,0,0,0.0,2,4,6,2,1,1,1,2,9,-7,1,1630173,2021-22,Precious Achiuwa,NYK,NYK,110.2,0.08166969147005444
22021,1630173,0022101206,"Apr 08, 2022",TOR vs. HOU,W,12,2,5,0.4,1,3,0.333,3,3,1.0,0,1,1,0,0,1,2,2,8,-28,1,1630173,2021-22,Precious Achiuwa,HOU,HOU,116.4,0.06872852233676975
22021,1630173,0022101197,"Apr 07, 2022",TOR vs. PHI,W,40,7,11,0.636,5,7,0.714,1,2,0.5,1,3,4,2,1,1,5,1,20,5,1,1630173,2021-22,Precious Achiuwa,PHI,PHI,110.2,0.18148820326678766
22021,1630173,0022101182,"Apr 05, 2022",TOR vs. ATL,W,24,4,11,0.364,0,4,0.0,3,5,0.6,1,1,2,0,1,0,0,1,11,21,1,1630173,2021-22,Precious Achiuwa,ATL,ATL,113.7,0.09674582233948989
22021,1630173,0022101172,"Apr 03, 2022",TOR vs. MIA,L,21,1,4,0.25,0,1,0.0,1,4,0.25,0,2,2,1,0,0,1,2,3,-2,1,1630173,2021-22,Precious Achiuwa,MIA,MIA,108.4,0.027675276752767528
22021,1630173,0022101151,"Apr 01, 2022",TOR @ ORL,W,16,4,6,0.667,1,3,0.333,2,2,1.0,1,2,3,1,0,0,0,1,11,-10,1,1630173,2021-22,Precious Achiuwa,ORL,ORL,112.1,0.09812667261373774
22021,1630173,0022101141,"Mar 30, 2022",TOR vs. MIN,W,22,5,9,0.556,3,7,0.429,0,0,0.0,1,3,4,1,1,0,1,2,13,20,1,1630173,2021-22,Precious Achiuwa,MIN,MIN,111.0,0.11711711711711711
22021,1630173,0022101127,"Mar 28, 2022",TOR vs. BOS,W,28,3,10,0.3,1,4,0.25,0,2,0.0,2,6,8,0,0,4,1,3,7,6,1,1630173,2021-22,Precious Achiuwa,BOS,BOS,106.2,0.06591337099811675
22021,1630173,0022101109,"Mar 26, 2022",TOR vs. IND,W,24,7,12,0.583,4,5,0.8,0,0,0.0,2,4,6,4,1,0,0,1,18,30,1,1630173,2021-22,Precious Achiuwa,IND,IND,115.5,0.15584415584415584
22021,1630173,0022101095,"Mar 24, 2022",TOR vs. CLE,W,22,3,10,0.3,0,3,0.0,4,4,1.0,0,4,4,1,0,0,0,2,10,8,1,1630173,2021-22,Precious Achiuwa,CLE,CLE,108.9,0.09182736455463728
22021,1630173,0022101076,"Mar 21, 2022",TOR @ CHI,L,28,3,9,0.333,0,5,0.0,0,0,0.0,1,8,9,1,0,0,1,1,6,-11,1,1630173,2021-22,Precious Achiuwa,CHI,CHI,113.2,0.053003533568904596
22021,1630173,0022101069,"Mar 20, 2022",TOR @ PHI,W,34,9,15,0.6,2,4,0.5,1,2,0.5,5,4,9,1,0,0,0,4,21,7,1,1630173,2021-22,Precious Achiuwa,PHI,PHI,110.2,0.19056261343012704
22021,1630173,0022101051,"Mar 18, 2022",TOR vs. LAL,L,36,7,13,0.538,3,8,0.375,1,2,0.5,3,2,5,1,0,0,3,2,18,-12,1,1630173,2021-22,Precious Achiuwa,LAL,LAL,112.8,0.1595744680851064
22021,1630173,0022101044,"Mar 16, 2022",TOR @ LAC,W,27,5,7,0.714,1,3,0.333,0,0,0.0,2,4,6,2,0,1,4,2,11,-10,1,1630173,2021-22,Precious Achiuwa,LAC,LAC,109.5,0.1004566210045662
22021,1630173,0022101028,"Mar 14, 2022",TOR @ LAL,W,33,5,13,0.385,0,3,0.0,0,0,0.0,3,8,11,2,2,2,1,2,10,21,1,1630173,2021-22,Precious Achiuwa,LAL,LAL,112.8,0.08865248226950355
22021,1630173,0022101009,"Mar 12, 2022",TOR @ DEN,W,21,5,10,0.5,4,6,0.667,1,1,1.0,1,3,4,0,0,0,2,3,15,-2,1,1630173,2021-22,Precious Achiuwa,DEN,DEN,111.5,0.13452914798206278
22021,1630173,0022101003,"Mar 11, 2022",TOR @ PHX,W,16,3,8,0.375,1,2,0.5,4,4,1.0,1,6,7,0,1,0,2,3,11,6,1,1630173,2021-22,Precious Achiuwa,PHX,PHX,106.8,0.10299625468164794
22021,1630173,0022100989,"Mar 09, 2022",TOR @ SAS,W,21,5,11,0.455,3,5,0.6,0,0,0.0,1,2,3,1,0,0,2,5,13,16,1,1630173,2021-22,Precious Achiuwa,SAS,SAS,111.7,0.11638316920322292
22021,1630173,0022100962,"Mar 06, 2022",TOR @ CLE,L,21,4,10,0.4,0,1,0.0,0,0,0.0,1,5,6,0,2,0,1,2,8,-28,1,1630173,2021-22,Precious Achiuwa,CLE,CLE,108.9,0.07346189164370982
