SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID,SEASON,PLAYER_NAME,OPPONENT,TEAM_ABBREVIATION,OPP_DEF_RATING,PTS_vs_DefAdj
22020,1630173,0022001069,"May 16, 2021",MIA @ DET,W,42,10,16,0.625,0,0,0.0,3,7,0.429,3,7,10,0,2,1,2,3,23,6,1,1630173,2020-21,Precious Achiuwa,DET,DET,112.2,0.20499108734402852
22020,1630173,0022001062,"May 15, 2021",MIA @ MIL,L,2,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,3,1,1630173,2020-21,Precious Achiuwa,MIL,MIL,110.7,0.018066847335140017
22020,1630173,0022001050,"May 13, 2021",MIA vs. PHI,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1,1630173,2020-21,Precious Achiuwa,PHI,PHI,107.0,0.0
22020,1630173,0022000986,"May 04, 2021",MIA vs. DAL,L,6,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,1,0,1,0,0,2,12,1,1630173,2020-21,Precious Achiuwa,DAL,DAL,112.3,0.017809439002671415
22020,1630173,0022000969,"May 02, 2021",MIA @ CHA,W,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,1630173,2020-21,Precious Achiuwa,CHA,CHA,112.0,0.0
22020,1630173,0022000960,"May 01, 2021",MIA @ CLE,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,1,1630173,2020-21,Precious Achiuwa,CLE,CLE,113.5,0.0
22020,1630173,0022000888,"Apr 21, 2021",MIA @ SAS,W,2,0,0,0.0,0,0,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,2,1,1630173,2020-21,Precious Achiuwa,SAS,SAS,112.0,0.008928571428571428
22020,1630173,0022000871,"Apr 19, 2021",MIA vs. HOU,W,29,4,11,0.364,0,0,0.0,0,0,0.0,3,8,11,0,1,0,3,5,8,-1,1,1630173,2020-21,Precious Achiuwa,HOU,HOU,114.4,0.06993006993006992
22020,1630173,0022000852,"Apr 16, 2021",MIA @ MIN,L,15,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,2,0,-2,1,1630173,2020-21,Precious Achiuwa,MIN,MIN,114.5,0.0
22020,1630173,0022000838,"Apr 14, 2021",MIA @ DEN,L,11,2,3,0.667,0,0,0.0,2,2,1.0,0,2,2,1,0,0,0,0,6,-5,1,1630173,2020-21,Precious Achiuwa,DEN,DEN,111.5,0.053811659192825115
